,name,total_points,value,GW
4600,Christian_Kabasele_354,0.0,43.0,11
4601,Christian_Kabasele_354,3.0,43.0,12
4602,Christian_Kabasele_354,0.0,43.0,13
4603,Christian_Kabasele_354,0.0,43.0,14
4604,Christian_Kabasele_354,0.0,43.0,15
4605,Christian_Kabasele_354,6.0,43.0,16
4606,Christian_Kabasele_354,1.0,43.0,17
4607,Christian_Kabasele_354,11.0,43.0,18
4608,Christian_Kabasele_354,2.0,43.0,19
4609,Christian_Kabasele_354,6.0,43.0,20
4610,Christian_Kabasele_354,-1.0,43.0,21
4611,Christian_Kabasele_354,0.0,43.0,22
4612,Christian_Kabasele_354,0.0,43.0,23
4613,Christian_Kabasele_354,1.0,43.0,24
4614,Christian_Kabasele_354,1.0,43.0,25
4615,Christian_Kabasele_354,2.0,43.0,26
4616,Christian_Kabasele_354,1.0,43.0,27
4617,Christian_Kabasele_354,7.0,43.0,28
4618,Christian_Kabasele_354,2.0,43.0,29
4619,Christian_Kabasele_354,5.0,43.0,39
4620,Christian_Kabasele_354,1.0,43.0,40
4621,Christian_Kabasele_354,0.0,43.0,41
4622,Christian_Kabasele_354,1.0,43.0,42
4623,Christian_Kabasele_354,2.0,43.0,43
4624,Christian_Kabasele_354,2.0,43.0,44
4625,Christian_Kabasele_354,1.0,43.0,45
4626,Christian_Kabasele_354,0.0,43.0,46
4627,Christian_Kabasele_354,1.0,43.0,47
4628,Christian_Kabasele_354,1.0,43.0,47
4629,Christian_Pulisic_431,1.0,75.0,1
4630,Christian_Pulisic_431,2.0,75.0,2
4631,Christian_Pulisic_431,5.0,75.0,3
4632,Christian_Pulisic_431,5.0,75.0,4
4633,Christian_Pulisic_431,0.0,75.0,5
4634,Christian_Pulisic_431,0.0,74.0,6
4635,Christian_Pulisic_431,0.0,73.0,7
4636,Christian_Pulisic_431,4.0,72.0,8
4637,Christian_Pulisic_431,1.0,72.0,9
4638,Christian_Pulisic_431,20.0,71.0,10
4639,Christian_Pulisic_431,9.0,72.0,11
4640,Christian_Pulisic_431,8.0,73.0,12
4641,Christian_Pulisic_431,2.0,74.0,13
4642,Christian_Pulisic_431,2.0,75.0,14
4643,Christian_Pulisic_431,2.0,75.0,15
4644,Christian_Pulisic_431,2.0,75.0,16
4645,Christian_Pulisic_431,3.0,74.0,17
4646,Christian_Pulisic_431,0.0,73.0,18
4647,Christian_Pulisic_431,1.0,72.0,19
4648,Christian_Pulisic_431,0.0,71.0,20
4649,Christian_Pulisic_431,3.0,70.0,21
4650,Christian_Pulisic_431,0.0,70.0,22
4651,Christian_Pulisic_431,0.0,69.0,23
4652,Christian_Pulisic_431,0.0,69.0,24
4653,Christian_Pulisic_431,0.0,69.0,25
4654,Christian_Pulisic_431,0.0,69.0,26
4655,Christian_Pulisic_431,0.0,69.0,27
4656,Christian_Pulisic_431,0.0,69.0,28
4657,Christian_Pulisic_431,0.0,69.0,29
4658,Christian_Pulisic_431,7.0,69.0,39
4659,Christian_Pulisic_431,7.0,69.0,40
4660,Christian_Pulisic_431,8.0,70.0,41
4661,Christian_Pulisic_431,6.0,71.0,42
4662,Christian_Pulisic_431,9.0,72.0,43
4663,Christian_Pulisic_431,2.0,73.0,44
4664,Christian_Pulisic_431,6.0,73.0,45
4665,Christian_Pulisic_431,9.0,74.0,46
4666,Christian_Pulisic_431,3.0,74.0,47
4667,Christian_Pulisic_431,3.0,74.0,47
4668,Christian_Saydee_564,0.0,45.0,14
4669,Christian_Saydee_564,0.0,45.0,15
4670,Christian_Saydee_564,0.0,45.0,16
4671,Christian_Saydee_564,0.0,45.0,17
4672,Christian_Saydee_564,0.0,45.0,18
4673,Christian_Saydee_564,0.0,45.0,19
4674,Christian_Saydee_564,0.0,45.0,20
4675,Christian_Saydee_564,0.0,45.0,21
4676,Christian_Saydee_564,0.0,45.0,22
4677,Christian_Saydee_564,0.0,45.0,23
4678,Christian_Saydee_564,0.0,45.0,24
4679,Christian_Saydee_564,0.0,45.0,25
4680,Christian_Saydee_564,0.0,45.0,26
4681,Christian_Saydee_564,0.0,45.0,27
4682,Christian_Saydee_564,0.0,45.0,28
4683,Christian_Saydee_564,0.0,45.0,29
4684,Christian_Saydee_564,0.0,45.0,39
4685,Christian_Saydee_564,0.0,45.0,40
4686,Christian_Saydee_564,0.0,45.0,41
4687,Christian_Saydee_564,0.0,45.0,42
4688,Christian_Saydee_564,0.0,45.0,43
4689,Christian_Saydee_564,0.0,45.0,44
4690,Christian_Saydee_564,0.0,45.0,45
4691,Christian_Saydee_564,0.0,45.0,46
4692,Christian_Saydee_564,0.0,45.0,47
4693,Christian_Saydee_564,0.0,45.0,47
4694,Christoph_Zimmermann_275,0.0,45.0,1
4695,Christoph_Zimmermann_275,0.0,45.0,2
4696,Christoph_Zimmermann_275,0.0,45.0,3
4697,Christoph_Zimmermann_275,1.0,45.0,4
4698,Christoph_Zimmermann_275,0.0,45.0,5
4699,Christoph_Zimmermann_275,0.0,45.0,6
4700,Christoph_Zimmermann_275,0.0,45.0,7
4701,Christoph_Zimmermann_275,0.0,45.0,8
4702,Christoph_Zimmermann_275,0.0,45.0,9
4703,Christoph_Zimmermann_275,0.0,45.0,10
4704,Christoph_Zimmermann_275,0.0,44.0,11
4705,Christoph_Zimmermann_275,0.0,44.0,12
4706,Christoph_Zimmermann_275,5.0,44.0,13
4707,Christoph_Zimmermann_275,1.0,44.0,14
4708,Christoph_Zimmermann_275,1.0,44.0,15
4709,Christoph_Zimmermann_275,4.0,44.0,16
4710,Christoph_Zimmermann_275,2.0,44.0,17
4711,Christoph_Zimmermann_275,1.0,44.0,18
4712,Christoph_Zimmermann_275,2.0,44.0,19
4713,Christoph_Zimmermann_275,1.0,44.0,20
4714,Christoph_Zimmermann_275,1.0,44.0,21
4715,Christoph_Zimmermann_275,0.0,44.0,22
4716,Christoph_Zimmermann_275,7.0,44.0,23
4717,Christoph_Zimmermann_275,1.0,44.0,24
4718,Christoph_Zimmermann_275,6.0,44.0,25
4719,Christoph_Zimmermann_275,2.0,44.0,26
4720,Christoph_Zimmermann_275,0.0,44.0,27
4721,Christoph_Zimmermann_275,0.0,44.0,28
4722,Christoph_Zimmermann_275,0.0,44.0,29
4723,Christoph_Zimmermann_275,0.0,44.0,39
4724,Christoph_Zimmermann_275,0.0,44.0,40
4725,Christoph_Zimmermann_275,0.0,44.0,41
4726,Christoph_Zimmermann_275,0.0,44.0,42
4727,Christoph_Zimmermann_275,0.0,44.0,43
4728,Christoph_Zimmermann_275,0.0,44.0,44
4729,Christoph_Zimmermann_275,0.0,44.0,45
4730,Christoph_Zimmermann_275,1.0,44.0,46
4731,Christoph_Zimmermann_275,-1.0,44.0,47
4732,Christoph_Zimmermann_275,-1.0,44.0,47
4733,Ciaran_Clark_259,0.0,45.0,1
4734,Ciaran_Clark_259,0.0,45.0,2
4735,Ciaran_Clark_259,0.0,45.0,3
4736,Ciaran_Clark_259,0.0,44.0,4
4737,Ciaran_Clark_259,0.0,44.0,5
4738,Ciaran_Clark_259,0.0,44.0,6
4739,Ciaran_Clark_259,0.0,44.0,7
4740,Ciaran_Clark_259,6.0,44.0,8
4741,Ciaran_Clark_259,1.0,43.0,9
4742,Ciaran_Clark_259,1.0,43.0,10
4743,Ciaran_Clark_259,7.0,43.0,11
4744,Ciaran_Clark_259,10.0,43.0,12
4745,Ciaran_Clark_259,1.0,43.0,13
4746,Ciaran_Clark_259,1.0,43.0,14
4747,Ciaran_Clark_259,6.0,43.0,15
4748,Ciaran_Clark_259,1.0,43.0,16
4749,Ciaran_Clark_259,0.0,43.0,17
4750,Ciaran_Clark_259,0.0,43.0,18
4751,Ciaran_Clark_259,0.0,43.0,19
4752,Ciaran_Clark_259,0.0,43.0,20
4753,Ciaran_Clark_259,0.0,43.0,21
4754,Ciaran_Clark_259,2.0,43.0,22
4755,Ciaran_Clark_259,6.0,43.0,23
4756,Ciaran_Clark_259,0.0,43.0,24
4757,Ciaran_Clark_259,6.0,43.0,25
4758,Ciaran_Clark_259,1.0,43.0,26
4759,Ciaran_Clark_259,0.0,43.0,27
4760,Ciaran_Clark_259,0.0,43.0,28
4761,Ciaran_Clark_259,0.0,43.0,29
4762,Ciaran_Clark_259,0.0,43.0,39
4763,Ciaran_Clark_259,0.0,43.0,40
4764,Ciaran_Clark_259,0.0,43.0,41
4765,Ciaran_Clark_259,0.0,43.0,42
4766,Ciaran_Clark_259,0.0,43.0,43
4767,Ciaran_Clark_259,0.0,43.0,44
4768,Ciaran_Clark_259,0.0,43.0,45
4769,Ciaran_Clark_259,0.0,43.0,46
4770,Ciaran_Clark_259,0.0,43.0,47
4771,Ciaran_Clark_259,0.0,43.0,47
4772,Claudio_Bravo_213,0.0,50.0,1
4773,Claudio_Bravo_213,0.0,50.0,2
4774,Claudio_Bravo_213,0.0,49.0,3
4775,Claudio_Bravo_213,0.0,49.0,4
4776,Claudio_Bravo_213,0.0,49.0,5
4777,Claudio_Bravo_213,0.0,48.0,6
4778,Claudio_Bravo_213,0.0,48.0,7
4779,Claudio_Bravo_213,0.0,48.0,8
4780,Claudio_Bravo_213,0.0,48.0,9
4781,Claudio_Bravo_213,0.0,48.0,10
4782,Claudio_Bravo_213,0.0,48.0,11
4783,Claudio_Bravo_213,1.0,48.0,12
4784,Claudio_Bravo_213,0.0,48.0,13
4785,Claudio_Bravo_213,0.0,48.0,14
4786,Claudio_Bravo_213,0.0,48.0,15
4787,Claudio_Bravo_213,0.0,48.0,16
4788,Claudio_Bravo_213,0.0,48.0,17
4789,Claudio_Bravo_213,0.0,48.0,18
4790,Claudio_Bravo_213,2.0,48.0,19
4791,Claudio_Bravo_213,6.0,48.0,20
4792,Claudio_Bravo_213,2.0,48.0,21
4793,Claudio_Bravo_213,0.0,48.0,22
4794,Claudio_Bravo_213,0.0,48.0,23
4795,Claudio_Bravo_213,0.0,48.0,24
4796,Claudio_Bravo_213,0.0,48.0,25
4797,Claudio_Bravo_213,0.0,48.0,26
4798,Claudio_Bravo_213,0.0,47.0,27
4799,Claudio_Bravo_213,0.0,47.0,29
4800,Claudio_Bravo_213,0.0,47.0,29
4801,Claudio_Bravo_213,0.0,47.0,39
4802,Claudio_Bravo_213,0.0,47.0,39
4803,Claudio_Bravo_213,0.0,47.0,40
4804,Claudio_Bravo_213,0.0,47.0,41
4805,Claudio_Bravo_213,0.0,47.0,42
4806,Claudio_Bravo_213,0.0,47.0,43
4807,Claudio_Bravo_213,0.0,47.0,44
4808,Claudio_Bravo_213,0.0,47.0,45
4809,Claudio_Bravo_213,0.0,47.0,46
4810,Claudio_Bravo_213,0.0,47.0,47
4811,Claudio_Bravo_213,0.0,47.0,47
4812,Cole_Palmer_643,0.0,45.0,40
4813,Cole_Palmer_643,0.0,45.0,41
4814,Cole_Palmer_643,0.0,45.0,42
4815,Cole_Palmer_643,0.0,45.0,43
4816,Cole_Palmer_643,0.0,45.0,44
4817,Cole_Palmer_643,0.0,45.0,45
4818,Cole_Palmer_643,0.0,45.0,46
4819,Cole_Palmer_643,0.0,45.0,47
4820,Cole_Palmer_643,0.0,45.0,47
4821,Connor_Wickham_130,1.0,45.0,1
4822,Connor_Wickham_130,1.0,45.0,2
4823,Connor_Wickham_130,0.0,45.0,3
4824,Connor_Wickham_130,0.0,45.0,4
4825,Connor_Wickham_130,0.0,45.0,5
4826,Connor_Wickham_130,0.0,45.0,6
4827,Connor_Wickham_130,0.0,45.0,7
4828,Connor_Wickham_130,0.0,45.0,8
4829,Connor_Wickham_130,0.0,45.0,9
4830,Connor_Wickham_130,0.0,45.0,10
4831,Connor_Wickham_130,0.0,45.0,11
4832,Connor_Wickham_130,0.0,45.0,12
4833,Connor_Wickham_130,0.0,45.0,13
4834,Connor_Wickham_130,0.0,45.0,14
4835,Connor_Wickham_130,0.0,45.0,15
4836,Connor_Wickham_130,0.0,45.0,16
4837,Connor_Wickham_130,0.0,45.0,17
4838,Connor_Wickham_130,0.0,44.0,18
4839,Connor_Wickham_130,4.0,44.0,19
4840,Connor_Wickham_130,0.0,44.0,20
4841,Connor_Wickham_130,7.0,44.0,21
4842,Connor_Wickham_130,0.0,44.0,22
4843,Connor_Wickham_130,1.0,44.0,23
4844,Connor_Wickham_130,1.0,44.0,24
4845,Connor_Wickham_130,0.0,44.0,25
4846,Connor_Wickham_130,0.0,44.0,26
4847,Connor_Wickham_130,0.0,44.0,27
4848,Connor_Wickham_130,0.0,44.0,28
4849,Connor_Wickham_130,0.0,44.0,29
4850,Connor_Wickham_130,0.0,43.0,39
4851,Connor_Wickham_130,0.0,43.0,40
4852,Connor_Wickham_130,0.0,43.0,41
4853,Connor_Wickham_130,0.0,43.0,42
4854,Connor_Wickham_130,0.0,43.0,43
4855,Connor_Wickham_130,0.0,43.0,44
4856,Connor_Wickham_130,0.0,43.0,45
4857,Connor_Wickham_130,0.0,43.0,46
4858,Connor_Wickham_130,0.0,43.0,47
4859,Connor_Wickham_130,0.0,43.0,47
4860,Conor_Coady_403,6.0,50.0,1
4861,Conor_Coady_403,2.0,50.0,2
4862,Conor_Coady_403,2.0,50.0,3
4863,Conor_Coady_403,1.0,50.0,4
4864,Conor_Coady_403,0.0,50.0,5
4865,Conor_Coady_403,1.0,50.0,6
4866,Conor_Coady_403,7.0,50.0,7
4867,Conor_Coady_403,6.0,50.0,8
4868,Conor_Coady_403,1.0,50.0,9
4869,Conor_Coady_403,2.0,50.0,10
4870,Conor_Coady_403,2.0,50.0,11
4871,Conor_Coady_403,2.0,50.0,12
4872,Conor_Coady_403,2.0,50.0,13
4873,Conor_Coady_403,2.0,50.0,14
4874,Conor_Coady_403,7.0,50.0,15
4875,Conor_Coady_403,1.0,50.0,16
4876,Conor_Coady_403,1.0,50.0,17
4877,Conor_Coady_403,2.0,50.0,18
4878,Conor_Coady_403,1.0,50.0,19
4879,Conor_Coady_403,2.0,50.0,20
4880,Conor_Coady_403,1.0,50.0,21
4881,Conor_Coady_403,2.0,50.0,22
4882,Conor_Coady_403,1.0,50.0,23
4883,Conor_Coady_403,1.0,50.0,24
4884,Conor_Coady_403,9.0,50.0,25
4885,Conor_Coady_403,6.0,50.0,26
4886,Conor_Coady_403,5.0,50.0,27
4887,Conor_Coady_403,1.0,50.0,28
4888,Conor_Coady_403,7.0,50.0,29
4889,Conor_Coady_403,6.0,51.0,39
4890,Conor_Coady_403,6.0,51.0,40
4891,Conor_Coady_403,7.0,51.0,41
4892,Conor_Coady_403,0.0,51.0,42
4893,Conor_Coady_403,2.0,51.0,43
4894,Conor_Coady_403,6.0,51.0,44
4895,Conor_Coady_403,2.0,51.0,45
4896,Conor_Coady_403,5.0,51.0,46
4897,Conor_Coady_403,1.0,51.0,47
4898,Conor_Coady_403,1.0,51.0,47
4899,Conor_Coventry_664,0.0,45.0,45
4900,Conor_Coventry_664,0.0,45.0,46
4901,Conor_Coventry_664,0.0,45.0,47
4902,Conor_Coventry_664,0.0,45.0,47
4903,Conor_Hourihane_28,2.0,60.0,1
4904,Conor_Hourihane_28,0.0,60.0,2
4905,Conor_Hourihane_28,0.0,59.0,3
4906,Conor_Hourihane_28,1.0,58.0,4
4907,Conor_Hourihane_28,0.0,58.0,5
4908,Conor_Hourihane_28,1.0,57.0,6
4909,Conor_Hourihane_28,2.0,57.0,7
4910,Conor_Hourihane_28,11.0,57.0,8
4911,Conor_Hourihane_28,1.0,57.0,9
4912,Conor_Hourihane_28,0.0,57.0,10
4913,Conor_Hourihane_28,1.0,57.0,11
4914,Conor_Hourihane_28,0.0,57.0,12
4915,Conor_Hourihane_28,14.0,57.0,13
4916,Conor_Hourihane_28,2.0,57.0,14
4917,Conor_Hourihane_28,1.0,57.0,15
4918,Conor_Hourihane_28,0.0,57.0,16
4919,Conor_Hourihane_28,0.0,57.0,17
4920,Conor_Hourihane_28,1.0,57.0,18
4921,Conor_Hourihane_28,8.0,57.0,19
4922,Conor_Hourihane_28,2.0,57.0,20
4923,Conor_Hourihane_28,1.0,57.0,21
4924,Conor_Hourihane_28,2.0,57.0,22
4925,Conor_Hourihane_28,0.0,57.0,23
4926,Conor_Hourihane_28,0.0,57.0,24
4927,Conor_Hourihane_28,0.0,57.0,25
4928,Conor_Hourihane_28,0.0,57.0,26
4929,Conor_Hourihane_28,1.0,57.0,27
4930,Conor_Hourihane_28,1.0,57.0,29
4931,Conor_Hourihane_28,3.0,57.0,39
4932,Conor_Hourihane_28,2.0,57.0,39
4933,Conor_Hourihane_28,5.0,57.0,40
4934,Conor_Hourihane_28,1.0,57.0,41
4935,Conor_Hourihane_28,0.0,57.0,42
4936,Conor_Hourihane_28,1.0,57.0,43
4937,Conor_Hourihane_28,6.0,57.0,44
4938,Conor_Hourihane_28,7.0,57.0,45
4939,Conor_Hourihane_28,3.0,57.0,46
4940,Conor_Hourihane_28,3.0,57.0,47
4941,Conor_Hourihane_28,3.0,57.0,47
4942,Craig_Cathcart_358,1.0,45.0,1
4943,Craig_Cathcart_358,2.0,45.0,2
4944,Craig_Cathcart_358,1.0,45.0,3
4945,Craig_Cathcart_358,1.0,44.0,4
4946,Craig_Cathcart_358,0.0,44.0,5
4947,Craig_Cathcart_358,0.0,44.0,6
4948,Craig_Cathcart_358,1.0,44.0,7
4949,Craig_Cathcart_358,6.0,44.0,8
4950,Craig_Cathcart_358,2.0,44.0,9
4951,Craig_Cathcart_358,7.0,44.0,10
4952,Craig_Cathcart_358,1.0,44.0,11
4953,Craig_Cathcart_358,6.0,44.0,12
4954,Craig_Cathcart_358,1.0,44.0,13
4955,Craig_Cathcart_358,1.0,44.0,14
4956,Craig_Cathcart_358,1.0,44.0,15
4957,Craig_Cathcart_358,5.0,43.0,16
4958,Craig_Cathcart_358,1.0,43.0,17
4959,Craig_Cathcart_358,5.0,43.0,18
4960,Craig_Cathcart_358,1.0,43.0,19
4961,Craig_Cathcart_358,8.0,43.0,20
4962,Craig_Cathcart_358,2.0,43.0,21
4963,Craig_Cathcart_358,6.0,43.0,22
4964,Craig_Cathcart_358,6.0,43.0,23
4965,Craig_Cathcart_358,0.0,43.0,24
4966,Craig_Cathcart_358,1.0,44.0,25
4967,Craig_Cathcart_358,2.0,44.0,26
4968,Craig_Cathcart_358,0.0,44.0,27
4969,Craig_Cathcart_358,6.0,44.0,28
4970,Craig_Cathcart_358,2.0,43.0,29
4971,Craig_Cathcart_358,0.0,43.0,39
4972,Craig_Cathcart_358,1.0,43.0,40
4973,Craig_Cathcart_358,0.0,43.0,41
4974,Craig_Cathcart_358,0.0,43.0,42
4975,Craig_Cathcart_358,0.0,43.0,43
4976,Craig_Cathcart_358,0.0,43.0,44
4977,Craig_Cathcart_358,0.0,42.0,45
4978,Craig_Cathcart_358,0.0,42.0,46
4979,Craig_Cathcart_358,0.0,41.0,47
4980,Craig_Cathcart_358,0.0,41.0,47
4981,Craig_Dawson_439,1.0,50.0,1
4982,Craig_Dawson_439,2.0,50.0,2
4983,Craig_Dawson_439,1.0,50.0,3
4984,Craig_Dawson_439,1.0,50.0,4
4985,Craig_Dawson_439,1.0,49.0,5
4986,Craig_Dawson_439,-2.0,49.0,6
4987,Craig_Dawson_439,1.0,49.0,7
4988,Craig_Dawson_439,1.0,49.0,8
4989,Craig_Dawson_439,2.0,48.0,9
4990,Craig_Dawson_439,5.0,48.0,10
4991,Craig_Dawson_439,0.0,48.0,11
4992,Craig_Dawson_439,6.0,48.0,12
4993,Craig_Dawson_439,1.0,48.0,13
4994,Craig_Dawson_439,0.0,48.0,14
4995,Craig_Dawson_439,0.0,48.0,15
4996,Craig_Dawson_439,0.0,48.0,16
4997,Craig_Dawson_439,0.0,48.0,17
4998,Craig_Dawson_439,0.0,48.0,18
4999,Craig_Dawson_439,1.0,48.0,19
5000,Craig_Dawson_439,1.0,48.0,20
5001,Craig_Dawson_439,1.0,48.0,21
5002,Craig_Dawson_439,6.0,48.0,22
5003,Craig_Dawson_439,6.0,48.0,23
5004,Craig_Dawson_439,1.0,48.0,24
5005,Craig_Dawson_439,0.0,48.0,25
5006,Craig_Dawson_439,0.0,48.0,26
5007,Craig_Dawson_439,1.0,48.0,27
5008,Craig_Dawson_439,0.0,48.0,28
5009,Craig_Dawson_439,0.0,48.0,29
5010,Craig_Dawson_439,9.0,48.0,39
5011,Craig_Dawson_439,2.0,48.0,40
5012,Craig_Dawson_439,0.0,48.0,41
5013,Craig_Dawson_439,1.0,48.0,42
5014,Craig_Dawson_439,8.0,48.0,43
5015,Craig_Dawson_439,3.0,48.0,44
5016,Craig_Dawson_439,1.0,48.0,45
5017,Craig_Dawson_439,0.0,48.0,46
5018,Craig_Dawson_439,0.0,48.0,47
5019,Craig_Dawson_439,0.0,48.0,47
5020,Curtis_Jones_569,1.0,45.0,16
5021,Curtis_Jones_569,0.0,45.0,17
5022,Curtis_Jones_569,0.0,45.0,19
5023,Curtis_Jones_569,0.0,45.0,20
5024,Curtis_Jones_569,0.0,45.0,21
5025,Curtis_Jones_569,0.0,45.0,22
5026,Curtis_Jones_569,0.0,45.0,23
5027,Curtis_Jones_569,1.0,45.0,24
5028,Curtis_Jones_569,0.0,45.0,24
5029,Curtis_Jones_569,0.0,45.0,25
5030,Curtis_Jones_569,0.0,45.0,26
5031,Curtis_Jones_569,0.0,45.0,27
5032,Curtis_Jones_569,0.0,45.0,28
5033,Curtis_Jones_569,0.0,45.0,29
5034,Curtis_Jones_569,0.0,45.0,39
5035,Curtis_Jones_569,0.0,45.0,40
5036,Curtis_Jones_569,0.0,45.0,41
5037,Curtis_Jones_569,6.0,45.0,42
5038,Curtis_Jones_569,0.0,45.0,43
5039,Curtis_Jones_569,3.0,45.0,44
5040,Curtis_Jones_569,0.0,45.0,45
5041,Curtis_Jones_569,1.0,45.0,46
5042,Curtis_Jones_569,1.0,45.0,47
5043,Curtis_Jones_569,1.0,45.0,47
5044,Dale_Stephens_57,3.0,45.0,1
5045,Dale_Stephens_57,2.0,45.0,2
5046,Dale_Stephens_57,2.0,45.0,3
5047,Dale_Stephens_57,2.0,45.0,4
5048,Dale_Stephens_57,2.0,45.0,5
5049,Dale_Stephens_57,3.0,45.0,6
5050,Dale_Stephens_57,2.0,45.0,7
5051,Dale_Stephens_57,2.0,45.0,8
5052,Dale_Stephens_57,2.0,45.0,9
5053,Dale_Stephens_57,1.0,45.0,10
5054,Dale_Stephens_57,3.0,45.0,11
5055,Dale_Stephens_57,1.0,45.0,12
5056,Dale_Stephens_57,1.0,45.0,13
5057,Dale_Stephens_57,2.0,45.0,14
5058,Dale_Stephens_57,2.0,45.0,15
5059,Dale_Stephens_57,5.0,44.0,16
5060,Dale_Stephens_57,0.0,44.0,17
5061,Dale_Stephens_57,2.0,44.0,18
5062,Dale_Stephens_57,2.0,44.0,19
5063,Dale_Stephens_57,1.0,44.0,20
5064,Dale_Stephens_57,0.0,44.0,21
5065,Dale_Stephens_57,2.0,44.0,22
5066,Dale_Stephens_57,2.0,44.0,23
5067,Dale_Stephens_57,2.0,44.0,24
5068,Dale_Stephens_57,1.0,44.0,25
5069,Dale_Stephens_57,0.0,44.0,26
5070,Dale_Stephens_57,0.0,44.0,27
5071,Dale_Stephens_57,0.0,44.0,28
5072,Dale_Stephens_57,1.0,44.0,29
5073,Dale_Stephens_57,1.0,44.0,39
5074,Dale_Stephens_57,2.0,44.0,40
5075,Dale_Stephens_57,2.0,44.0,41
5076,Dale_Stephens_57,1.0,44.0,42
5077,Dale_Stephens_57,2.0,44.0,43
5078,Dale_Stephens_57,1.0,44.0,44
5079,Dale_Stephens_57,2.0,44.0,45
5080,Dale_Stephens_57,2.0,44.0,46
5081,Dale_Stephens_57,2.0,44.0,47
5082,Dale_Stephens_57,2.0,44.0,47
5083,Dan_Burn_475,6.0,45.0,1
5084,Dan_Burn_475,2.0,45.0,2
5085,Dan_Burn_475,1.0,45.0,3
5086,Dan_Burn_475,0.0,45.0,4
5087,Dan_Burn_475,2.0,45.0,5
5088,Dan_Burn_475,6.0,45.0,6
5089,Dan_Burn_475,1.0,45.0,7
5090,Dan_Burn_475,6.0,45.0,8
5091,Dan_Burn_475,1.0,45.0,9
5092,Dan_Burn_475,1.0,45.0,10
5093,Dan_Burn_475,6.0,45.0,11
5094,Dan_Burn_475,0.0,45.0,12
5095,Dan_Burn_475,1.0,45.0,13
5096,Dan_Burn_475,1.0,45.0,14
5097,Dan_Burn_475,2.0,45.0,15
5098,Dan_Burn_475,0.0,45.0,16
5099,Dan_Burn_475,2.0,45.0,17
5100,Dan_Burn_475,2.0,45.0,18
5101,Dan_Burn_475,0.0,45.0,19
5102,Dan_Burn_475,6.0,45.0,20
5103,Dan_Burn_475,1.0,45.0,21
5104,Dan_Burn_475,0.0,45.0,22
5105,Dan_Burn_475,0.0,45.0,23
5106,Dan_Burn_475,0.0,45.0,24
5107,Dan_Burn_475,0.0,45.0,25
5108,Dan_Burn_475,1.0,45.0,26
5109,Dan_Burn_475,2.0,45.0,27
5110,Dan_Burn_475,2.0,45.0,28
5111,Dan_Burn_475,5.0,45.0,29
5112,Dan_Burn_475,1.0,45.0,39
5113,Dan_Burn_475,6.0,45.0,40
5114,Dan_Burn_475,1.0,45.0,41
5115,Dan_Burn_475,6.0,45.0,42
5116,Dan_Burn_475,1.0,45.0,43
5117,Dan_Burn_475,1.0,45.0,44
5118,Dan_Burn_475,2.0,45.0,45
5119,Dan_Burn_475,9.0,45.0,46
5120,Dan_Burn_475,2.0,45.0,47
5121,Dan_Burn_475,2.0,45.0,47
5122,Dan_Gosling_81,0.0,50.0,1
5123,Dan_Gosling_81,0.0,50.0,2
5124,Dan_Gosling_81,0.0,50.0,3
5125,Dan_Gosling_81,0.0,49.0,4
5126,Dan_Gosling_81,0.0,49.0,5
5127,Dan_Gosling_81,0.0,49.0,6
5128,Dan_Gosling_81,0.0,49.0,7
5129,Dan_Gosling_81,0.0,49.0,8
5130,Dan_Gosling_81,0.0,49.0,9
5131,Dan_Gosling_81,0.0,49.0,10
5132,Dan_Gosling_81,0.0,49.0,11
5133,Dan_Gosling_81,0.0,49.0,12
5134,Dan_Gosling_81,1.0,49.0,13
5135,Dan_Gosling_81,1.0,49.0,14
5136,Dan_Gosling_81,0.0,49.0,15
5137,Dan_Gosling_81,1.0,49.0,16
5138,Dan_Gosling_81,7.0,49.0,17
5139,Dan_Gosling_81,2.0,49.0,18
5140,Dan_Gosling_81,8.0,49.0,19
5141,Dan_Gosling_81,2.0,49.0,20
5142,Dan_Gosling_81,2.0,49.0,21
5143,Dan_Gosling_81,1.0,49.0,22
5144,Dan_Gosling_81,2.0,49.0,23
5145,Dan_Gosling_81,1.0,49.0,24
5146,Dan_Gosling_81,5.0,49.0,25
5147,Dan_Gosling_81,2.0,49.0,26
5148,Dan_Gosling_81,2.0,49.0,27
5149,Dan_Gosling_81,1.0,49.0,28
5150,Dan_Gosling_81,1.0,49.0,29
5151,Dan_Gosling_81,0.0,49.0,39
5152,Dan_Gosling_81,1.0,49.0,40
5153,Dan_Gosling_81,6.0,49.0,41
5154,Dan_Gosling_81,1.0,49.0,42
5155,Dan_Gosling_81,2.0,49.0,43
5156,Dan_Gosling_81,0.0,48.0,44
5157,Dan_Gosling_81,2.0,48.0,45
5158,Dan_Gosling_81,1.0,48.0,46
5159,Dan_Gosling_81,2.0,48.0,47
5160,Dan_Gosling_81,2.0,48.0,47
5161,Daniel_Adshead_669,0.0,45.0,47
5162,Daniel_Adshead_669,0.0,45.0,47
5163,Daniel_Amartey_178,0.0,45.0,1
5164,Daniel_Amartey_178,0.0,45.0,2
5165,Daniel_Amartey_178,0.0,45.0,3
5166,Daniel_Amartey_178,0.0,45.0,4
5167,Daniel_Amartey_178,0.0,45.0,5
5168,Daniel_Amartey_178,0.0,45.0,6
5169,Daniel_Amartey_178,0.0,44.0,7
5170,Daniel_Amartey_178,0.0,44.0,8
